text,original_text,label
I am on the phone with Paul!!!!!!,i am talking on the phone!!!!!! to paul!!!,1
"My day was enjoyable, but I'm not going to repeat the same amount of spamming on Twitter as I did last week.","@user My day was cool, a lil twisted...  I won't spam twitter like I did last week tho.",1
It's as if I had a sleepover.,Its like I had a power nap.,1
"It's #stalkersaturday, after all the fun that has been had.",@user well it is #stalkersaturday after all,1
Login to your myspace account by clicking here.,@user Go log in to your myspace page.,1
"I'm going to Grandma's place today for Mother' Day, which is a bit of ominous contentment. Haha! But don't be stupid though...",Today is Mother's Day  Am going to Grandma place. Boring. Haha! but yay! erm ok make no sense w/e but wee!,1
"The story of his father's saskatoon mob has been recounted, and I never heard anything from the men who spoke to him.","Dad's retelling his saskatoon m&amp;g story, love hearing what the guys said to him  I never heard any of it",1
"The task has been ongoing for two days, and tomorrow morning is the day when a Comcast technician arrives.",@user It's been doing it for two days. We have a comcast technician scheduled for tomorrow morning.,1
Wishing everyone a wonderful mothers day!,I want to wish all the Mommy's a happy mothers day!,1
"Hi there, what are you up to these last night?",@user hello hello hello  what u up to tonight??,1
"Hi there, Ms. Fussy!",@user hi Ms. Fussy  *waves*,1
"It was an R-rated event I attended, and it's ironic that I'm not being a complete hypocrite.",@user I don't want to be a complete hypocrite - I attended an R-rated event while I was there - the timing was just ironic.,1
Does @user exist on Twitter? I am aware that he is passionate about photography and also manages a popular photography blog.,@user is he on twitter?  I know @user he is into photography. Runs also popular photography blog too.,1
"I'm not very green when the shower calls me up after midnight, even though it's only been in the past two days and it hasn't happened much.",It's after midnight &amp; I hear the shower calling me- Technically it's not twice in one day since it's morning-- I'm not very &quot;green&quot;.,1
"Waiting for it will be worth it, I'm feeling brave here.","@user It'll be worth the wait, I'm busting a gut here.",1
I had an immediate reaction when http://www.locator.com/crash-it-away.,http - EEEEEEEEEEE!!!!! IT CAME!!!!,1
"Sitting in front of the 32' LCD screen at my home is a delightful feeling, and I can fully appreciate its surroundings.",Back home! Feels great sitting in front of moi desk's 32' LCD,1
The user is @user?,@user,1
"Good luck with the art attack, everyone. Your support on this forum and Twitter is greatly appreciated.",@user all the best for art attack. thanks 4d follow,1
Katie and Kelly have joined us at Denny's after the prom.,Prom's over. At denny's now  with katie and kelly&lt;3,1
Mother's day is happening in some part of the world.,It is mothers day somewhere  http,1
"When someone sings that way, they recognize me and begin playing my music.",@user the end when they sing this is me and when they sing play my music,1
The user is @user?,@user,1
oh that's hilarious! Just wanted to point out that he is there for so many reasons.,"@user Oh, he's hilarious. I'm just commenting on the fact that he's there so much.",1
"That's a good reason, @user. I hope everything goes well for you, hon.","@user ahh, that would be a good reason.. Heh hope that goes well hun",1
"Shibuya to see my mom, get contact lenses, and then head straight for shinjuku.","going to shibuya, meet my mom, get my contact lenses, then shinjuku",1
"I'll be there tomorrow, user?",@user oh mannn i'm gonna be there tomorroww,1
Is it possible that the Sly party is having a good time at their party tonight?,@ Sly party enjoying life  partying tonight.....maybe?,1
"We've just returned home, let's talk.","just got home, talk",1
"Of course, it's @user who answers.",@user of course,1
Watching twilight and enjoying potato salad.,Watching twilight and eating potato salad.,1
Watching the Destrey videos?,watching Destrey videos,1
"I'm in a state of defiance, and there is no one who can bring me down, including any wizards or magic spells.","i'm defying gravity. and nobody in alll of oz, no wizard that there is or was, is ever gonna bring me down",1
Is it possible for you to decipher the truth that is being hidden in your eyes?,&quot;The truth is hiding in your eyes&quot; @user @user  Paramore ï¿½ Decode @user  ? http,1
I got soaked with about 7 people in the rain and may be staying at Smallville until I fall asleep.,"Got caught in the rain with about 7 people  Now, probably just gunna watch Smallville till I fall asleep",1
The FF community is greatly appreciated by @user.,@user Thank you for the FF,1
"Your podcast is effectively a recording of your book, with the added benefit of engaging in banter.","@user   In effect, your podcast IS the audio version of your book. Isn't it? (plus, it has the added charm of banter  )",1
Nature has referred to me as BRB.,nature has just called me  BRB,1
"Despite feeling tired after not doing much, I'm glad we caught the second half of the CAVs game.",Tired even though i didn't do much today. glad we got to catch the second half of the cavs game @user,1
"I was in Palawan a while back and will be trying to post pictures soon, Tom.","was in Palawan a couple of days ago, i'll try to post pictures tom.",1
@user conectese xetitooooooooo!,@user conectese xetitooooooooo,1
"Thank you for your dinner tonight, @user.","@user Thanks, Enjoy your dinner tomorrow",1
Tuesday and Thursday's finals will be held at the home friday.,"finals tuesday and thursday, home friday",1
FO SHOWWW:.,FO SHOWWW,1
"The HCC site will feature a new advertisement for the 1975 Melbourne-based Toyota - Coaster priced at $14,950.","Melbourne - Toyota - Coaster - 1975 - $14,950  - new ad received and will be posted on the HCC site soon",1
What is the purpose of Faa Thaa Night movie screening?,in faa thaa night  movie night?,1
"The KAUST offices are bustling with activity, and the sun is shining brightly.",Sitting in the KAUST offices. Sun is shining and surrounded by busy people... ace,1
The task of cleaning has been completed for @user.,@user I am now cleaning,1
Can you confirm if the upload is being held until you have returned home? I'm looking forward to enjoying the party.,"@user again, surely the uploading could wait until you got home?  I'm all about enjoying the party when you can.",1
"If you want a personalized ring for your Nana or name them, I can create one and also make printed onesies for you.",@user - i can do &quot;Nana&quot; or &quot;Nana Rocks&quot; for you in rhinestones &amp; do printed onesies for them &quot;my nana loves me&quot;,1
Seeking to witness Star Trek's return in the future.,going out to see star trek   be back in a while,1
"Your words have captured my heart. I love you so much, @user.",@user I absolutely LOVE you.  Thanks,1
"I added virtual RAM to my PC and used a spare USB flash drive, which now has 5.6 GB of space.",used a spare USB flash drive as virtual RAM for my PC. now its got 5.6 GB of memory,1
I'm waiting to hear from @user for the fall.,@user I've heard this fall. I'm waiting too!,1
"The Backstreet Boys' use of a song on Chuck left me feeling emotional and confused, as I couldn't shake off the intense energy.","@user I'm the same way, but with Backstreet Boys. I remember gasping when they used 1 song on Chuck  I was like O.O OMFG NO WAY",1
I'm looking forward to seeing girls in wet suits at the beach.,"@user lol &quot;guys in their wet suits&quot;, I should go to the beach and view girls in wet suits",1
"This neighborhood has undergone significant changes in the past 15 years, and it is almost as close to Brooklyn as I can get.",This is about as close to Brooklyn as I usually get  This neighborhood has changed a lot in 15 years.   http,1
"Can you tell me how old Jonathan Jr. is? I've got four chickens, and they're all two years old.","@user how old is jonathan jr? I've got four cockatiels, they're two years now",1
